patient,model_type,bit_width,event_average_detection_delay,event_sensitivity,event_false_detections_per_hour
81,bit_width_8,8.0,-10.0,100.0,8.821958403198133
82,bit_width_8,8.0,-7.047619047619048,100.0,7.735882878646863
83,bit_width_8,8.0,6.5,100.0,6.217319120594774
84,bit_width_8,8.0,50.0,33.333333333333336,2.1143674202665466
85,bit_width_8,8.0,-28.4,100.0,6.977921489816927
86,bit_width_8,8.0,34.25,87.5,8.660453808752026
87,bit_width_8,8.0,6.8,83.33333333333333,7.082305064511126
88,bit_width_8,8.0,6.75,100.0,6.966955447474718
89,bit_width_8,8.0,-22.333333333333332,100.0,7.937807565739818
90,bit_width_8,8.0,-6.666666666666667,100.0,5.933333333333334
91,bit_width_8,8.0,-1.6666666666666667,83.33333333333333,5.556317081859244
92,bit_width_8,8.0,-30.0,33.333333333333336,5.935976736858037
93,bit_width_8,8.0,-1.5,100.0,8.441068209638694
94,bit_width_8,8.0,-10.0,57.142857142857146,6.9263732304465435
95,bit_width_8,8.0,-28.75,100.0,8.366950117554651
96,bit_width_8,8.0,,0.0,1.2415313658673666
97,bit_width_8,8.0,38.5,50.0,5.698085590721936
98,bit_width_8,8.0,12.25,100.0,5.155464773640503
99,bit_width_8,8.0,48.0,75.0,1.6797448880057722
100,bit_width_8,8.0,-18.333333333333332,75.0,5.22394540942928
101,bit_width_8,8.0,-0.6666666666666666,75.0,5.429923164951765
102,bit_width_8,8.0,,0.0,3.792239467849224
103,bit_width_8,8.0,-6.0,66.66666666666667,4.291427006299644
104,bit_width_8,8.0,-8.729166666666666,100.0,10.056285008451882
105,bit_width_8,8.0,20.0,100.0,9.530346227302987
106,bit_width_8,8.0,-1.25,100.0,8.403197571549327
107,bit_width_8,8.0,-2.0,100.0,10.844984095877875
108,bit_width_8,8.0,-4.0,100.0,6.263685217603712
109,bit_width_8,8.0,-15.0,100.0,4.620292222524729
110,bit_width_8,8.0,11.0,100.0,8.718082481464497
111,bit_width_8,8.0,22.0,70.0,7.968890218366735
112,bit_width_8,8.0,-30.0,50.0,5.479981584010343
113,bit_width_8,8.0,-12.75,50.0,7.941968291953335
114,bit_width_8,8.0,-2.6666666666666665,100.0,7.9613992762364285
115,bit_width_8,8.0,-30.0,100.0,13.027744270205066
116,bit_width_8,8.0,-30.0,66.66666666666667,9.047044632086852
117,bit_width_8,8.0,18.0,40.0,3.2707450030284675
118,bit_width_8,8.0,28.0,66.66666666666667,6.820221358061622
119,bit_width_8,8.0,-4.666666666666667,100.0,11.48668860305115
120,bit_width_8,8.0,1.6,100.0,8.772582770877824
121,bit_width_8,8.0,49.5,53.333333333333336,5.248147449661594
122,bit_width_8,8.0,-17.333333333333332,100.0,6.513872135102534
123,bit_width_8,8.0,11.0,75.0,5.653604546814239
124,bit_width_8,8.0,-3.4,100.0,5.1516674655715295
125,bit_width_8,8.0,14.0,20.0,2.9401083533983026
126,bit_width_8,8.0,-6.0,40.0,4.5228836374513905
127,bit_width_8,8.0,-17.571428571428573,58.333333333333336,6.604342581423402
128,bit_width_8,8.0,16.5,66.66666666666667,8.615016452288364
129,bit_width_8,8.0,2.0,100.0,10.499551301226443
130,bit_width_8,8.0,2.857142857142857,100.0,6.971024839368799
131,bit_width_8,8.0,2.625,88.88888888888889,4.8250904704463204
132,bit_width_8,8.0,11.405555555555557,85.29411764705883,3.84722096199685
133,bit_width_8,8.0,-0.16666666666666666,75.0,8.142340168878166
134,bit_width_8,8.0,-18.333333333333332,100.0,13.281483697277892
135,bit_width_8,8.0,-13.458333333333334,100.0,12.499297151043926
136,bit_width_8,8.0,-13.88888888888889,100.0,4.187855219862398
137,bit_width_8,8.0,0.0,71.42857142857143,8.877736436791555
138,bit_width_8,8.0,-10.88888888888889,100.0,11.447145652796417
139,bit_width_8,8.0,19.5,57.142857142857146,6.461262339216272
140,bit_width_8,8.0,-4.25,100.0,10.499551301226443
141,bit_width_8,8.0,-23.111111111111114,100.0,11.127729584205802
142,bit_width_8,8.0,-1.1428571428571428,100.0,2.6152728515875387
143,bit_width_8,8.0,7.25,100.0,7.454639822659981
144,bit_width_8,8.0,-30.0,100.0,11.133623584915718
145,bit_width_8,8.0,-4.2,50.0,7.968890218366736
1,bit_width_10,10.0,4.119047619047619,100.0,6.130561222775692
2,bit_width_10,10.0,-30.0,83.33333333333333,11.304395102543369
3,bit_width_10,10.0,22.166666666666668,100.0,8.011430402734751
4,bit_width_10,10.0,-4.444444444444445,100.0,8.180811879088214
5,bit_width_10,10.0,2.8,71.42857142857143,6.3660390223773575
6,bit_width_10,10.0,-21.333333333333332,37.5,6.792206355748685
7,bit_width_10,10.0,-13.0,85.0,9.548106077784775
8,bit_width_10,10.0,22.166666666666668,19.23076923076923,4.135289579026569
9,bit_width_10,10.0,-2.4,84.84848484848486,9.287790766760939
10,bit_width_10,10.0,-15.0,80.0,6.440072562685954
11,bit_width_10,10.0,-7.720238095238095,85.71428571428571,2.1634832151574934
12,bit_width_10,10.0,4.0,100.0,5.708802670004172
13,bit_width_10,10.0,1.8181818181818181,66.66666666666667,10.606213115832196
14,bit_width_10,10.0,-14.285714285714286,41.1764705882353,5.3350835171107205
15,bit_width_10,10.0,-5.0,100.0,5.566499498495486
16,bit_width_10,10.0,-30.0,75.0,8.9169924272739
17,bit_width_10,10.0,-16.75,70.0,8.780056026934902
18,bit_width_10,10.0,-11.833333333333334,100.0,6.605100707332294
19,bit_width_10,10.0,38.0,33.333333333333336,3.0975086678342922
20,bit_width_10,10.0,-7.8,100.0,7.627876929398044
21,bit_width_10,10.0,-4.0,100.0,6.9119235838805535
22,bit_width_10,10.0,-4.285714285714286,92.85714285714286,3.2580774930655245
23,bit_width_10,10.0,-30.0,16.666666666666668,5.468352453416249
24,bit_width_10,10.0,7.2,71.42857142857143,10.315986253136646
25,bit_width_10,10.0,6.7,71.42857142857143,9.165005587342659
26,bit_width_10,10.0,-10.833333333333334,100.0,11.019419714719264
27,bit_width_10,10.0,9.30952380952381,82.3529411764706,9.676238735889417
28,bit_width_10,10.0,-16.452380952380953,82.3529411764706,10.443182893439833
29,bit_width_10,10.0,4.0,100.0,6.085550856960536
30,bit_width_10,10.0,8.6,100.0,2.5837247992809176
31,bit_width_10,10.0,-30.0,20.0,5.116805003759704
32,bit_width_10,10.0,3.3636363636363638,100.0,3.3474901949667912
33,bit_width_10,10.0,-7.0,100.0,7.711918407776331
34,bit_width_10,10.0,46.0,33.333333333333336,5.666666666666667
35,bit_width_10,10.0,-3.8333333333333335,100.0,7.894064754271578
36,bit_width_10,10.0,-4.833333333333333,85.71428571428571,12.092124000094831
37,bit_width_10,10.0,1.8,100.0,12.776198946498415
38,bit_width_10,10.0,-1.4545454545454546,100.0,6.387588011887917
39,bit_width_10,10.0,-5.5,100.0,6.377841910177556
40,bit_width_10,10.0,-1.6,100.0,7.541778803692992
41,bit_width_10,10.0,-4.833333333333333,75.0,7.754432375351755
42,bit_width_10,10.0,10.15625,100.0,10.483101528064827
43,bit_width_10,10.0,9.545454545454545,91.66666666666667,4.838355020872334
44,bit_width_10,10.0,5.571428571428571,87.5,7.05092852446979
45,bit_width_10,10.0,0.7142857142857143,70.0,8.553157257054712
46,bit_width_10,10.0,1.1666666666666667,100.0,7.15075545354468
47,bit_width_10,10.0,5.6,41.666666666666664,3.1833161612523835
48,bit_width_10,10.0,23.5,40.0,3.1146496656620406
49,bit_width_10,10.0,-10.666666666666666,78.57142857142857,8.147528059857372
50,bit_width_10,10.0,1.4166666666666667,85.71428571428571,6.071428571428571
51,bit_width_10,10.0,-4.444444444444445,100.0,5.409801436417406
52,bit_width_10,10.0,-8.2,62.5,5.829082335822335
53,bit_width_10,10.0,-6.666666666666667,100.0,8.245687162499523
54,bit_width_10,10.0,12.0,60.0,5.70897903237248
55,bit_width_10,10.0,13.333333333333334,100.0,3.722680202486034
56,bit_width_10,10.0,-6.333333333333333,66.66666666666667,7.558611468713567
57,bit_width_10,10.0,38.333333333333336,50.0,2.0736607427272173
58,bit_width_10,10.0,-1.1904761904761905,97.61904761904762,5.601693744645191
59,bit_width_10,10.0,8.0,42.857142857142854,3.9808165258550807
60,bit_width_10,10.0,-15.4,62.5,7.961389786145331
61,bit_width_10,10.0,-0.7777777777777778,100.0,9.962797102936834
62,bit_width_10,10.0,22.444444444444443,100.0,8.331086505038641
63,bit_width_10,10.0,1.9,100.0,5.508228221978248
64,bit_width_10,10.0,-13.8,100.0,5.4
65,bit_width_10,10.0,-10.166666666666666,85.71428571428571,5.697985319906244
66,bit_width_10,10.0,10.875,88.88888888888889,3.8352220608596834
67,bit_width_10,10.0,0.375,95.83333333333333,8.626733766439253
68,bit_width_10,10.0,3.3333333333333335,100.0,3.589590188453485
69,bit_width_10,10.0,-13.666666666666666,100.0,7.897098414597667
70,bit_width_10,10.0,-6.5,85.71428571428571,5.68809527104493
71,bit_width_10,10.0,-14.0,100.0,9.003635220572205
72,bit_width_10,10.0,7.0,83.33333333333333,4.66646724498953
73,bit_width_10,10.0,4.666666666666667,100.0,3.276183464906751
74,bit_width_10,10.0,7.166666666666666,100.0,5.829126780377552
75,bit_width_10,10.0,-10.0,66.66666666666667,7.166666666666667
76,bit_width_10,10.0,35.0,75.0,4.679907524258958
77,bit_width_10,10.0,17.5,77.77777777777777,8.099939965876866
78,bit_width_10,10.0,-13.75,100.0,6.062820186184145
79,bit_width_10,10.0,-12.666666666666666,100.0,4.666666666666667
80,bit_width_10,10.0,-4.0,75.0,5.312926207041182
81,bit_width_10,10.0,-6.166666666666667,100.0,8.654055128574635
82,bit_width_10,10.0,3.2857142857142856,100.0,6.277083020675505
83,bit_width_10,10.0,-12.75,100.0,8.167975414388557
84,bit_width_10,10.0,-3.5,66.66666666666667,4.588034414051303
85,bit_width_10,10.0,-19.0,100.0,9.873115842442603
86,bit_width_10,10.0,-8.875,100.0,12.258445546766808
87,bit_width_10,10.0,8.0,100.0,7.385045855226789
88,bit_width_10,10.0,5.333333333333333,75.0,2.976425393402118
89,bit_width_10,10.0,1.3333333333333333,100.0,5.639102738278538
90,bit_width_10,10.0,2.6666666666666665,100.0,5.666666666666667
91,bit_width_10,10.0,26.0,100.0,1.9834983498349839
92,bit_width_10,10.0,-30.0,33.333333333333336,5.287328088209389
93,bit_width_10,10.0,-3.375,100.0,8.38616690404859
94,bit_width_10,10.0,19.75,57.142857142857146,6.678138134487697
95,bit_width_10,10.0,-25.875,100.0,6.599648484575447
96,bit_width_10,10.0,,0.0,0.9935291614033269
97,bit_width_10,10.0,18.666666666666668,75.0,8.673016241587918
98,bit_width_10,10.0,11.0,100.0,5.4643718189124035
99,bit_width_10,10.0,72.0,50.0,0.9359085292953957
100,bit_width_10,10.0,-20.333333333333332,75.0,6.936582274991486
101,bit_width_10,10.0,20.5,83.33333333333333,6.528197444314261
102,bit_width_10,10.0,-30.0,50.0,6.2889135254988915
103,bit_width_10,10.0,-7.5,66.66666666666667,3.9906874828814023
104,bit_width_10,10.0,-15.547619047619047,87.5,7.729815978901707
105,bit_width_10,10.0,-5.75,66.66666666666667,8.339391781046706
106,bit_width_10,10.0,15.333333333333334,75.0,6.935025411607169
107,bit_width_10,10.0,-3.25,100.0,9.590379354752649
108,bit_width_10,10.0,-2.5,100.0,5.413849963067126
109,bit_width_10,10.0,13.5,66.66666666666667,2.6534168254832564
110,bit_width_10,10.0,11.5,100.0,10.171096228375248
111,bit_width_10,10.0,7.0,80.0,9.691893508824409
112,bit_width_10,10.0,-30.0,50.0,3.5954467350722625
113,bit_width_10,10.0,0.0,25.0,5.384385282680228
114,bit_width_10,10.0,-4.0,100.0,6.875753920386007
115,bit_width_10,10.0,-19.25,100.0,10.85645355850422
116,bit_width_10,10.0,-23.5,66.66666666666667,8.323281061519904
117,bit_width_10,10.0,8.4,100.0,4.36099333737129
118,bit_width_10,10.0,8.0,33.333333333333336,5.384385282680228
119,bit_width_10,10.0,7.666666666666667,100.0,9.33293448997906
120,bit_width_10,10.0,1.8,100.0,8.694138539134517
121,bit_width_10,10.0,33.2,61.666666666666664,6.276302747079458
122,bit_width_10,10.0,-2.6666666666666665,100.0,11.58021712907117
