patient,model_type,bit_width,event_average_detection_delay,event_sensitivity,event_false_detections_per_hour
45,bit_width_8,8.0,-6.857142857142857,70.0,6.94029572706162
46,bit_width_8,8.0,3.3333333333333335,100.0,7.132092443965912
47,bit_width_8,8.0,-10.2,38.888888888888886,2.487909015735459
48,bit_width_8,8.0,-4.0,40.0,4.694579653993429
49,bit_width_8,8.0,-8.571428571428571,92.85714285714286,9.891007147623018
50,bit_width_8,8.0,-5.785714285714286,100.0,8.344741901506564
51,bit_width_8,8.0,-0.7142857142857143,77.77777777777777,6.407179030625689
52,bit_width_8,8.0,-6.4,62.5,5.321117541154129
53,bit_width_8,8.0,13.5,100.0,8.912535407994099
54,bit_width_8,8.0,-10.0,80.0,4.532310008764162
55,bit_width_8,8.0,15.333333333333334,100.0,4.892761433713644
56,bit_width_8,8.0,-2.2,55.55555555555556,6.202626209185261
57,bit_width_8,8.0,24.0,50.0,3.1392622481550965
58,bit_width_8,8.0,-0.2619047619047619,100.0,5.016712005155248
59,bit_width_8,8.0,2.3333333333333335,85.71428571428571,7.255915643389293
60,bit_width_8,8.0,0.0,87.5,8.695489886041157
61,bit_width_8,8.0,-1.5555555555555556,100.0,9.87119886921678
62,bit_width_8,8.0,9.666666666666666,100.0,8.381886498645615
63,bit_width_8,8.0,9.6,100.0,5.177894803452329
64,bit_width_8,8.0,-18.0,80.0,8.8
65,bit_width_8,8.0,-17.666666666666668,85.71428571428571,6.425057458794823
66,bit_width_8,8.0,10.0,77.77777777777777,6.380865662904785
67,bit_width_8,8.0,-4.75,91.66666666666667,9.557425697770292
68,bit_width_8,8.0,11.666666666666666,100.0,4.666467244989531
69,bit_width_8,8.0,-19.333333333333332,100.0,10.050852527669756
70,bit_width_8,8.0,-6.0,85.71428571428571,6.137706497623592
71,bit_width_8,8.0,25.5,100.0,5.653604546814239
72,bit_width_8,8.0,-2.1666666666666665,100.0,11.666168112473827
73,bit_width_8,8.0,3.6666666666666665,100.0,3.27600474135039
74,bit_width_8,8.0,7.5,100.0,5.478792039047799
75,bit_width_8,8.0,-9.666666666666666,100.0,8.846153846153847
76,bit_width_8,8.0,52.0,100.0,4.838186089612926
77,bit_width_8,8.0,-6.0,66.66666666666667,9.667399267399267
78,bit_width_8,8.0,-17.25,100.0,5.822290848057981
79,bit_width_8,8.0,6.333333333333333,100.0,5.0
80,bit_width_8,8.0,-12.952380952380953,87.5,7.7322778332733355
